prompt,gold,split
is there a fifa world cup 2018 game,True,train
are oakley and ray ban owned by the same company,True,train
was the movie chicago based on a true story,True,train
is the ivory coast north of the equator,True,train
did miles and corky married on murphy brown,True,train
can you get a restraining order against your landlord,True,train
do i need a visa to usa as a british citizen,True,train
do inter milan and ac milan share a stadium,True,train
is an undertow the same as a rip current,False,train
is there going to be a season 2 of flashforward,False,train
did anyone die in the battle of fort sumter,False,train
did the atlanta braves ever win the world series,True,train
is los cabos same as cabo san lucas,False,train
if you get subbed out in soccer can you come back in,False,train
is there a walmart store in every state,False,train
dialup is the slowest type of the internet connection,False,train
is the cambelt the same as the timing belt,True,train
can a young person die of natural causes,True,train
did gone with the wind win the best picture academy award,True,train
can juveniles be sentenced to death in texas,False,train
is any atp made in the krebs cycle,True,train
does natasha marry pierre in war and peace,True,train
is there going to be suicide squad two,True,train
is movie bernie based on a true story,True,train
are ground hogs and woodchucks the same animal,True,train
does microsoft office professional plus 2016 include project,False,train
is there a bridge connecting sweden and denmark,True,train
can a man legally change his last name,True,train
is it legal to drink in public france,True,train
does curry have a brother in the nba,True,train
the money used in jordan is called the dinar,True,train
can you have a pistol in the uk,False,train
is it possible for hair to change color,True,train
can you buy 190 proof everclear in michigan,True,train
is blood serum the same as blood plasma,True,train
is mother day the first sunday of may,False,train
is the grand floridian modeled after the hotel del coronado,True,train
is there barge traffic on the missouri river,True,train
is walmart the biggest retail company in america,True,train
is acyclovir used for anything other than herpes,True,train
is there a age limit to be president,True,train
are they making another season of young justice,True,train
port vale only team not named after a place,False,train
has panama ever made it to the world cup,True,train
are there any members of the bee gees still alive,True,train
is there going to be a world cup 2018 game,True,train
by the end of the fourth century christianity was the official religion of the roman empire,True,train
did mariah carey wrote all i want for christmas,True,train
